Cumulative cohort fertility rates (horizontal parallelograms
Last modified: 31/05/2022
Code Cohort  Age     CCFR
USA  1932    38     3.185
USA  1932    39     3.209
USA  1932    40     3.226
USA  1932    41     3.237
USA  1932    42     3.244
USA  1932    43     3.248
USA  1932    44     3.251
USA  1932    45     3.252
USA  1932    46     3.253
USA  1932    47     3.253
USA  1932    48     3.253
USA  1932    49     3.253
USA  1932    50     3.253
USA  1932    51     3.253
USA  1932    52     3.253
USA  1932    53     3.253
USA  1932    54     3.253
USA  1932    55     3.253
USA  1933    12     0.000
USA  1933    13     0.000
USA  1933    14     0.000
USA  1933    15     0.005
USA  1933    16     0.018
USA  1933    17     0.054
USA  1933    18     0.129
USA  1933    19     0.253
USA  1933    20     0.428
USA  1933    21     0.640
USA  1933    22     0.878
USA  1933    23     1.133
USA  1933    24     1.395
USA  1933    25     1.647
USA  1933    26     1.885
USA  1933    27     2.102
USA  1933    28     2.297
USA  1933    29     2.471
USA  1933    30     2.623
USA  1933    31     2.754
USA  1933    32     2.861
USA  1933    33     2.951
USA  1933    34     3.023
USA  1933    35     3.081
USA  1933    36     3.128
USA  1933    37     3.166
USA  1933    38     3.195
USA  1933    39     3.217
USA  1933    40     3.231
USA  1933    41     3.241
USA  1933    42     3.247
USA  1933    43     3.251
USA  1933    44     3.254
USA  1933    45     3.255
USA  1933    46     3.255
USA  1933    47     3.256
USA  1933    48     3.256
USA  1933    49     3.256
USA  1933    50     3.256
USA  1933    51     3.256
USA  1933    52     3.256
USA  1933    53     3.256
USA  1933    54     3.256
USA  1933    55     3.256
USA  1934    12     0.000
USA  1934    13     0.000
USA  1934    14     0.000
USA  1934    15     0.005
USA  1934    16     0.018
USA  1934    17     0.056
USA  1934    18     0.133
USA  1934    19     0.260
USA  1934    20     0.442
USA  1934    21     0.662
USA  1934    22     0.910
USA  1934    23     1.176
USA  1934    24     1.442
USA  1934    25     1.696
USA  1934    26     1.935
USA  1934    27     2.152
USA  1934    28     2.346
USA  1934    29     2.516
USA  1934    30     2.665
USA  1934    31     2.789
USA  1934    32     2.888
USA  1934    33     2.970
USA  1934    34     3.036
USA  1934    35     3.091
USA  1934    36     3.137
USA  1934    37     3.173
USA  1934    38     3.199
USA  1934    39     3.218
USA  1934    40     3.230
USA  1934    41     3.239
USA  1934    42     3.245
USA  1934    43     3.249
USA  1934    44     3.251
USA  1934    45     3.253
USA  1934    46     3.253
USA  1934    47     3.253
USA  1934    48     3.254
USA  1934    49     3.254
USA  1934    50     3.254
USA  1934    51     3.254
USA  1934    52     3.254
USA  1934    53     3.254
USA  1934    54     3.254
USA  1934    55     3.254
USA  1935    12     0.000
USA  1935    13     0.000
USA  1935    14     0.000
USA  1935    15     0.005
USA  1935    16     0.019
USA  1935    17     0.057
USA  1935    18     0.134
USA  1935    19     0.264
USA  1935    20     0.451
USA  1935    21     0.678
USA  1935    22     0.935
USA  1935    23     1.203
USA  1935    24     1.469
USA  1935    25     1.724
USA  1935    26     1.962
USA  1935    27     2.176
USA  1935    28     2.364
USA  1935    29     2.530
USA  1935    30     2.670
USA  1935    31     2.782
USA  1935    32     2.874
USA  1935    33     2.950
USA  1935    34     3.013
USA  1935    35     3.065
USA  1935    36     3.108
USA  1935    37     3.140
USA  1935    38     3.163
USA  1935    39     3.180
USA  1935    40     3.192
USA  1935    41     3.200
USA  1935    42     3.206
USA  1935    43     3.210
USA  1935    44     3.212
USA  1935    45     3.213
USA  1935    46     3.214
USA  1935    47     3.214
USA  1935    48     3.214
USA  1935    49     3.214
USA  1935    50     3.214
USA  1935    51     3.214
USA  1935    52     3.214
USA  1935    53     3.214
USA  1935    54     3.214
USA  1935    55     3.214
USA  1936    12     0.000
USA  1936    13     0.000
USA  1936    14     0.000
USA  1936    15     0.005
USA  1936    16     0.019
USA  1936    17     0.057
USA  1936    18     0.136
USA  1936    19     0.266
USA  1936    20     0.457
USA  1936    21     0.692
USA  1936    22     0.949
USA  1936    23     1.213
USA  1936    24     1.478
USA  1936    25     1.730
USA  1936    26     1.960
USA  1936    27     2.166
USA  1936    28     2.347
USA  1936    29     2.502
USA  1936    30     2.628
USA  1936    31     2.729
USA  1936    32     2.814
USA  1936    33     2.887
USA  1936    34     2.948
USA  1936    35     2.997
USA  1936    36     3.034
USA  1936    37     3.062
USA  1936    38     3.083
USA  1936    39     3.099
USA  1936    40     3.110
USA  1936    41     3.117
USA  1936    42     3.123
USA  1936    43     3.126
USA  1936    44     3.128
USA  1936    45     3.130
USA  1936    46     3.130
USA  1936    47     3.130
USA  1936    48     3.130
USA  1936    49     3.131
USA  1936    50     3.131
USA  1936    51     3.131
USA  1936    52     3.131
USA  1936    53     3.131
USA  1936    54     3.131
USA  1936    55     3.131
USA  1937    12     0.000
USA  1937    13     0.000
USA  1937    14     0.000
USA  1937    15     0.005
USA  1937    16     0.018
USA  1937    17     0.058
USA  1937    18     0.138
USA  1937    19     0.272
USA  1937    20     0.472
USA  1937    21     0.709
USA  1937    22     0.966
USA  1937    23     1.231
USA  1937    24     1.495
USA  1937    25     1.740
USA  1937    26     1.962
USA  1937    27     2.160
USA  1937    28     2.329
USA  1937    29     2.470
USA  1937    30     2.586
USA  1937    31     2.680
USA  1937    32     2.763
USA  1937    33     2.835
USA  1937    34     2.893
USA  1937    35     2.937
USA  1937    36     2.969
USA  1937    37     2.994
USA  1937    38     3.013
USA  1937    39     3.028
USA  1937    40     3.039
USA  1937    41     3.046
USA  1937    42     3.052
USA  1937    43     3.055
USA  1937    44     3.057
USA  1937    45     3.058
USA  1937    46     3.059
USA  1937    47     3.059
USA  1937    48     3.059
USA  1937    49     3.059
USA  1937    50     3.059
USA  1937    51     3.059
USA  1937    52     3.059
USA  1937    53     3.059
USA  1937    54     3.059
USA  1937    55     3.059
USA  1938    12     0.000
USA  1938    13     0.000
USA  1938    14     0.000
USA  1938    15     0.005
USA  1938    16     0.019
USA  1938    17     0.059
USA  1938    18     0.141
USA  1938    19     0.281
USA  1938    20     0.483
USA  1938    21     0.723
USA  1938    22     0.982
USA  1938    23     1.246
USA  1938    24     1.505
USA  1938    25     1.740
USA  1938    26     1.954
USA  1938    27     2.138
USA  1938    28     2.292
USA  1938    29     2.421
USA  1938    30     2.532
USA  1938    31     2.625
USA  1938    32     2.708
USA  1938    33     2.777
USA  1938    34     2.829
USA  1938    35     2.868
USA  1938    36     2.898
USA  1938    37     2.921
USA  1938    38     2.939
USA  1938    39     2.954
USA  1938    40     2.964
USA  1938    41     2.971
USA  1938    42     2.976
USA  1938    43     2.980
USA  1938    44     2.981
USA  1938    45     2.983
USA  1938    46     2.983
USA  1938    47     2.983
USA  1938    48     2.983
USA  1938    49     2.983
USA  1938    50     2.983
USA  1938    51     2.983
USA  1938    52     2.983
USA  1938    53     2.983
USA  1938    54     2.983
USA  1938    55     2.983
USA  1939    12     0.000
USA  1939    13     0.000
USA  1939    14     0.000
USA  1939    15     0.005
USA  1939    16     0.020
USA  1939    17     0.062
USA  1939    18     0.148
USA  1939    19     0.289
USA  1939    20     0.491
USA  1939    21     0.730
USA  1939    22     0.986
USA  1939    23     1.243
USA  1939    24     1.491
USA  1939    25     1.716
USA  1939    26     1.915
USA  1939    27     2.083
USA  1939    28     2.226
USA  1939    29     2.350
USA  1939    30     2.460
USA  1939    31     2.553
USA  1939    32     2.634
USA  1939    33     2.696
USA  1939    34     2.743
USA  1939    35     2.779
USA  1939    36     2.807
USA  1939    37     2.830
USA  1939    38     2.848
USA  1939    39     2.862
USA  1939    40     2.872
USA  1939    41     2.880
USA  1939    42     2.885
USA  1939    43     2.888
USA  1939    44     2.890
USA  1939    45     2.891
USA  1939    46     2.891
USA  1939    47     2.892
USA  1939    48     2.892
USA  1939    49     2.892
USA  1939    50     2.892
USA  1939    51     2.892
USA  1939    52     2.892
USA  1939    53     2.892
USA  1939    54     2.892
USA  1939    55     2.892
USA  1940    12     0.000
USA  1940    13     0.000
USA  1940    14     0.000
USA  1940    15     0.005
USA  1940    16     0.020
USA  1940    17     0.064
USA  1940    18     0.150
USA  1940    19     0.288
USA  1940    20     0.489
USA  1940    21     0.722
USA  1940    22     0.972
USA  1940    23     1.219
USA  1940    24     1.456
USA  1940    25     1.664
USA  1940    26     1.846
USA  1940    27     2.006
USA  1940    28     2.145
USA  1940    29     2.270
USA  1940    30     2.383
USA  1940    31     2.474
USA  1940    32     2.546
USA  1940    33     2.602
USA  1940    34     2.647
USA  1940    35     2.682
USA  1940    36     2.710
USA  1940    37     2.733
USA  1940    38     2.750
USA  1940    39     2.765
USA  1940    40     2.775
USA  1940    41     2.782
USA  1940    42     2.787
USA  1940    43     2.791
USA  1940    44     2.793
USA  1940    45     2.794
USA  1940    46     2.794
USA  1940    47     2.795
USA  1940    48     2.795
USA  1940    49     2.795
USA  1940    50     2.795
USA  1940    51     2.795
USA  1940    52     2.795
USA  1940    53     2.795
USA  1940    54     2.795
USA  1940    55     2.795
USA  1941    12     0.000
USA  1941    13     0.000
USA  1941    14     0.000
USA  1941    15     0.005
USA  1941    16     0.020
USA  1941    17     0.062
USA  1941    18     0.144
USA  1941    19     0.278
USA  1941    20     0.474
USA  1941    21     0.698
USA  1941    22     0.936
USA  1941    23     1.171
USA  1941    24     1.391
USA  1941    25     1.581
USA  1941    26     1.754
USA  1941    27     1.909
USA  1941    28     2.050
USA  1941    29     2.179
USA  1941    30     2.289
USA  1941    31     2.371
USA  1941    32     2.437
USA  1941    33     2.490
USA  1941    34     2.533
USA  1941    35     2.567
USA  1941    36     2.595
USA  1941    37     2.618
USA  1941    38     2.636
USA  1941    39     2.650
USA  1941    40     2.660
USA  1941    41     2.667
USA  1941    42     2.672
USA  1941    43     2.676
USA  1941    44     2.678
USA  1941    45     2.679
USA  1941    46     2.679
USA  1941    47     2.679
USA  1941    48     2.680
USA  1941    49     2.680
USA  1941    50     2.680
USA  1941    51     2.680
USA  1941    52     2.680
USA  1941    53     2.680
USA  1941    54     2.680
USA  1941    55     2.680
USA  1942    12     0.000
USA  1942    13     0.000
USA  1942    14     0.000
USA  1942    15     0.005
USA  1942    16     0.019
USA  1942    17     0.059
USA  1942    18     0.137
USA  1942    19     0.265
USA  1942    20     0.452
USA  1942    21     0.664
USA  1942    22     0.889
USA  1942    23     1.105
USA  1942    24     1.307
USA  1942    25     1.488
USA  1942    26     1.656
USA  1942    27     1.814
USA  1942    28     1.957
USA  1942    29     2.083
USA  1942    30     2.183
USA  1942    31     2.258
USA  1942    32     2.321
USA  1942    33     2.373
USA  1942    34     2.415
USA  1942    35     2.449
USA  1942    36     2.477
USA  1942    37     2.500
USA  1942    38     2.518
USA  1942    39     2.532
USA  1942    40     2.542
USA  1942    41     2.549
USA  1942    42     2.554
USA  1942    43     2.557
USA  1942    44     2.559
USA  1942    45     2.560
USA  1942    46     2.561
USA  1942    47     2.561
USA  1942    48     2.561
USA  1942    49     2.561
USA  1942    50     2.561
USA  1942    51     2.561
USA  1942    52     2.561
USA  1942    53     2.561
USA  1942    54     2.561
USA  1942    55     2.561
USA  1943    12     0.000
USA  1943    13     0.000
USA  1943    14     0.000
USA  1943    15     0.005
USA  1943    16     0.019
USA  1943    17     0.058
USA  1943    18     0.135
USA  1943    19     0.258
USA  1943    20     0.437
USA  1943    21     0.639
USA  1943    22     0.846
USA  1943    23     1.044
USA  1943    24     1.236
USA  1943    25     1.412
USA  1943    26     1.580
USA  1943    27     1.740
USA  1943    28     1.880
USA  1943    29     1.995
USA  1943    30     2.086
USA  1943    31     2.158
USA  1943    32     2.220
USA  1943    33     2.271
USA  1943    34     2.314
USA  1943    35     2.349
USA  1943    36     2.378
USA  1943    37     2.402
USA  1943    38     2.420
USA  1943    39     2.434
USA  1943    40     2.444
USA  1943    41     2.451
USA  1943    42     2.456
USA  1943    43     2.460
USA  1943    44     2.462
USA  1943    45     2.463
USA  1943    46     2.463
USA  1943    47     2.463
USA  1943    48     2.464
USA  1943    49     2.464
USA  1943    50     2.464
USA  1943    51     2.464
USA  1943    52     2.464
USA  1943    53     2.464
USA  1943    54     2.464
USA  1943    55     2.464
USA  1944    12     0.000
USA  1944    13     0.000
USA  1944    14     0.000
USA  1944    15     0.005
USA  1944    16     0.019
USA  1944    17     0.059
USA  1944    18     0.134
USA  1944    19     0.254
USA  1944    20     0.425
USA  1944    21     0.611
USA  1944    22     0.800
USA  1944    23     0.987
USA  1944    24     1.169
USA  1944    25     1.341
USA  1944    26     1.509
USA  1944    27     1.662
USA  1944    28     1.789
USA  1944    29     1.893
USA  1944    30     1.980
USA  1944    31     2.051
USA  1944    32     2.113
USA  1944    33     2.165
USA  1944    34     2.210
USA  1944    35     2.246
USA  1944    36     2.276
USA  1944    37     2.300
USA  1944    38     2.319
USA  1944    39     2.334
USA  1944    40     2.344
USA  1944    41     2.352
USA  1944    42     2.357
USA  1944    43     2.361
USA  1944    44     2.363
USA  1944    45     2.364
USA  1944    46     2.364
USA  1944    47     2.365
USA  1944    48     2.365
USA  1944    49     2.365
USA  1944    50     2.365
USA  1944    51     2.365
USA  1944    52     2.365
USA  1944    53     2.365
USA  1944    54     2.365
USA  1944    55     2.365
USA  1945    12     0.000
USA  1945    13     0.000
USA  1945    14     0.000
USA  1945    15     0.005
USA  1945    16     0.019
USA  1945    17     0.057
USA  1945    18     0.130
USA  1945    19     0.246
USA  1945    20     0.406
USA  1945    21     0.578
USA  1945    22     0.757
USA  1945    23     0.934
USA  1945    24     1.112
USA  1945    25     1.283
USA  1945    26     1.446
USA  1945    27     1.585
USA  1945    28     1.701
USA  1945    29     1.804
USA  1945    30     1.890
USA  1945    31     1.963
USA  1945    32     2.028
USA  1945    33     2.083
USA  1945    34     2.129
USA  1945    35     2.167
USA  1945    36     2.198
USA  1945    37     2.224
USA  1945    38     2.243
USA  1945    39     2.259
USA  1945    40     2.270
USA  1945    41     2.278
USA  1945    42     2.283
USA  1945    43     2.287
USA  1945    44     2.289
USA  1945    45     2.291
USA  1945    46     2.291
USA  1945    47     2.291
USA  1945    48     2.292
USA  1945    49     2.292
USA  1945    50     2.292
USA  1945    51     2.292
USA  1945    52     2.292
USA  1945    53     2.292
USA  1945    54     2.292
USA  1945    55     2.292
USA  1946    12     0.000
USA  1946    13     0.000
USA  1946    14     0.000
USA  1946    15     0.005
USA  1946    16     0.017
USA  1946    17     0.052
USA  1946    18     0.121
USA  1946    19     0.229
USA  1946    20     0.377
USA  1946    21     0.537
USA  1946    22     0.707
USA  1946    23     0.880
USA  1946    24     1.058
USA  1946    25     1.222
USA  1946    26     1.368
USA  1946    27     1.495
USA  1946    28     1.608
USA  1946    29     1.711
USA  1946    30     1.797
USA  1946    31     1.874
USA  1946    32     1.941
USA  1946    33     1.998
USA  1946    34     2.046
USA  1946    35     2.085
USA  1946    36     2.118
USA  1946    37     2.144
USA  1946    38     2.164
USA  1946    39     2.180
USA  1946    40     2.192
USA  1946    41     2.200
USA  1946    42     2.206
USA  1946    43     2.210
USA  1946    44     2.212
USA  1946    45     2.214
USA  1946    46     2.214
USA  1946    47     2.215
USA  1946    48     2.215
USA  1946    49     2.215
USA  1946    50     2.215
USA  1946    51     2.215
USA  1946    52     2.215
USA  1946    53     2.215
USA  1946    54     2.215
USA  1946    55     2.215
USA  1947    12     0.000
USA  1947    13     0.000
USA  1947    14     0.000
USA  1947    15     0.004
USA  1947    16     0.016
USA  1947    17     0.050
USA  1947    18     0.114
USA  1947    19     0.216
USA  1947    20     0.355
USA  1947    21     0.506
USA  1947    22     0.671
USA  1947    23     0.843
USA  1947    24     1.014
USA  1947    25     1.161
USA  1947    26     1.293
USA  1947    27     1.417
USA  1947    28     1.528
USA  1947    29     1.631
USA  1947    30     1.720
USA  1947    31     1.798
USA  1947    32     1.866
USA  1947    33     1.925
USA  1947    34     1.974
USA  1947    35     2.015
USA  1947    36     2.049
USA  1947    37     2.076
USA  1947    38     2.097
USA  1947    39     2.114
USA  1947    40     2.126
USA  1947    41     2.135
USA  1947    42     2.141
USA  1947    43     2.145
USA  1947    44     2.148
USA  1947    45     2.149
USA  1947    46     2.150
USA  1947    47     2.150
USA  1947    48     2.150
USA  1947    49     2.150
USA  1947    50     2.150
USA  1947    51     2.150
USA  1947    52     2.150
USA  1947    53     2.150
USA  1947    54     2.150
USA  1947    55     2.150
USA  1948    12     0.000
USA  1948    13     0.000
USA  1948    14     0.000
USA  1948    15     0.004
USA  1948    16     0.017
USA  1948    17     0.050
USA  1948    18     0.113
USA  1948    19     0.212
USA  1948    20     0.345
USA  1948    21     0.492
USA  1948    22     0.656
USA  1948    23     0.820
USA  1948    24     0.972
USA  1948    25     1.104
USA  1948    26     1.231
USA  1948    27     1.351
USA  1948    28     1.461
USA  1948    29     1.566
USA  1948    30     1.656
USA  1948    31     1.736
USA  1948    32     1.807
USA  1948    33     1.868
USA  1948    34     1.919
USA  1948    35     1.961
USA  1948    36     1.996
USA  1948    37     2.024
USA  1948    38     2.047
USA  1948    39     2.065
USA  1948    40     2.078
USA  1948    41     2.087
USA  1948    42     2.094
USA  1948    43     2.099
USA  1948    44     2.101
USA  1948    45     2.103
USA  1948    46     2.103
USA  1948    47     2.104
USA  1948    48     2.104
USA  1948    49     2.104
USA  1948    50     2.104
USA  1948    51     2.104
USA  1948    52     2.104
USA  1948    53     2.104
USA  1948    54     2.104
USA  1948    55     2.104
USA  1949    12     0.000
USA  1949    13     0.000
USA  1949    14     0.000
USA  1949    15     0.004
USA  1949    16     0.017
USA  1949    17     0.050
USA  1949    18     0.112
USA  1949    19     0.208
USA  1949    20     0.338
USA  1949    21     0.484
USA  1949    22     0.638
USA  1949    23     0.783
USA  1949    24     0.917
USA  1949    25     1.042
USA  1949    26     1.166
USA  1949    27     1.283
USA  1949    28     1.393
USA  1949    29     1.500
USA  1949    30     1.591
USA  1949    31     1.674
USA  1949    32     1.746
USA  1949    33     1.808
USA  1949    34     1.861
USA  1949    35     1.905
USA  1949    36     1.941
USA  1949    37     1.972
USA  1949    38     1.995
USA  1949    39     2.015
USA  1949    40     2.029
USA  1949    41     2.039
USA  1949    42     2.047
USA  1949    43     2.051
USA  1949    44     2.054
USA  1949    45     2.056
USA  1949    46     2.056
USA  1949    47     2.057
USA  1949    48     2.057
USA  1949    49     2.057
USA  1949    50     2.057
USA  1949    51     2.057
USA  1949    52     2.057
USA  1949    53     2.057
USA  1949    54     2.057
USA  1949    55     2.057
USA  1950    12     0.000
USA  1950    13     0.000
USA  1950    14     0.000
USA  1950    15     0.004
USA  1950    16     0.017
USA  1950    17     0.050
USA  1950    18     0.111
USA  1950    19     0.206
USA  1950    20     0.335
USA  1950    21     0.474
USA  1950    22     0.610
USA  1950    23     0.738
USA  1950    24     0.865
USA  1950    25     0.986
USA  1950    26     1.106
USA  1950    27     1.225
USA  1950    28     1.336
USA  1950    29     1.444
USA  1950    30     1.537
USA  1950    31     1.621
USA  1950    32     1.696
USA  1950    33     1.759
USA  1950    34     1.814
USA  1950    35     1.860
USA  1950    36     1.899
USA  1950    37     1.931
USA  1950    38     1.956
USA  1950    39     1.977
USA  1950    40     1.992
USA  1950    41     2.003
USA  1950    42     2.011
USA  1950    43     2.016
USA  1950    44     2.019
USA  1950    45     2.021
USA  1950    46     2.021
USA  1950    47     2.022
USA  1950    48     2.022
USA  1950    49     2.022
USA  1950    50     2.022
USA  1950    51     2.022
USA  1950    52     2.022
USA  1950    53     2.022
USA  1950    54     2.022
USA  1950    55     2.022
USA  1951    12     0.000
USA  1951    13     0.000
USA  1951    14     0.000
USA  1951    15     0.004
USA  1951    16     0.017
USA  1951    17     0.050
USA  1951    18     0.111
USA  1951    19     0.207
USA  1951    20     0.331
USA  1951    21     0.454
USA  1951    22     0.575
USA  1951    23     0.697
USA  1951    24     0.820
USA  1951    25     0.939
USA  1951    26     1.059
USA  1951    27     1.178
USA  1951    28     1.290
USA  1951    29     1.401
USA  1951    30     1.495
USA  1951    31     1.581
USA  1951    32     1.656
USA  1951    33     1.722
USA  1951    34     1.779
USA  1951    35     1.826
USA  1951    36     1.867
USA  1951    37     1.901
USA  1951    38     1.928
USA  1951    39     1.951
USA  1951    40     1.966
USA  1951    41     1.978
USA  1951    42     1.986
USA  1951    43     1.991
USA  1951    44     1.994
USA  1951    45     1.996
USA  1951    46     1.997
USA  1951    47     1.997
USA  1951    48     1.997
USA  1951    49     1.998
USA  1951    50     1.998
USA  1951    51     1.998
USA  1951    52     1.998
USA  1951    53     1.998
USA  1951    54     1.998
USA  1951    55     1.998
USA  1952    12     0.000
USA  1952    13     0.000
USA  1952    14     0.000
USA  1952    15     0.004
USA  1952    16     0.018
USA  1952    17     0.051
USA  1952    18     0.114
USA  1952    19     0.209
USA  1952    20     0.320
USA  1952    21     0.431
USA  1952    22     0.547
USA  1952    23     0.665
USA  1952    24     0.784
USA  1952    25     0.903
USA  1952    26     1.024
USA  1952    27     1.142
USA  1952    28     1.256
USA  1952    29     1.367
USA  1952    30     1.462
USA  1952    31     1.548
USA  1952    32     1.625
USA  1952    33     1.693
USA  1952    34     1.752
USA  1952    35     1.801
USA  1952    36     1.844
USA  1952    37     1.880
USA  1952    38     1.909
USA  1952    39     1.932
USA  1952    40     1.949
USA  1952    41     1.961
USA  1952    42     1.969
USA  1952    43     1.974
USA  1952    44     1.978
USA  1952    45     1.979
USA  1952    46     1.980
USA  1952    47     1.981
USA  1952    48     1.981
USA  1952    49     1.981
USA  1952    50     1.981
USA  1952    51     1.981
USA  1952    52     1.981
USA  1952    53     1.981
USA  1952    54     1.981
USA  1952    55     1.982
USA  1953    12     0.000
USA  1953    13     0.000
USA  1953    14     0.000
USA  1953    15     0.004
USA  1953    16     0.018
USA  1953    17     0.053
USA  1953    18     0.117
USA  1953    19     0.207
USA  1953    20     0.309
USA  1953    21     0.415
USA  1953    22     0.527
USA  1953    23     0.641
USA  1953    24     0.760
USA  1953    25     0.879
USA  1953    26     0.999
USA  1953    27     1.118
USA  1953    28     1.231
USA  1953    29     1.342
USA  1953    30     1.437
USA  1953    31     1.524
USA  1953    32     1.602
USA  1953    33     1.672
USA  1953    34     1.732
USA  1953    35     1.784
USA  1953    36     1.828
USA  1953    37     1.866
USA  1953    38     1.897
USA  1953    39     1.921
USA  1953    40     1.938
USA  1953    41     1.950
USA  1953    42     1.959
USA  1953    43     1.964
USA  1953    44     1.967
USA  1953    45     1.969
USA  1953    46     1.970
USA  1953    47     1.971
USA  1953    48     1.971
USA  1953    49     1.971
USA  1953    50     1.971
USA  1953    51     1.972
USA  1953    52     1.972
USA  1953    53     1.972
USA  1953    54     1.972
USA  1953    55     1.972
USA  1954    12     0.000
USA  1954    13     0.000
USA  1954    14     0.001
USA  1954    15     0.005
USA  1954    16     0.019
USA  1954    17     0.056
USA  1954    18     0.120
USA  1954    19     0.205
USA  1954    20     0.303
USA  1954    21     0.406
USA  1954    22     0.514
USA  1954    23     0.628
USA  1954    24     0.747
USA  1954    25     0.866
USA  1954    26     0.987
USA  1954    27     1.107
USA  1954    28     1.219
USA  1954    29     1.329
USA  1954    30     1.423
USA  1954    31     1.512
USA  1954    32     1.592
USA  1954    33     1.663
USA  1954    34     1.726
USA  1954    35     1.780
USA  1954    36     1.827
USA  1954    37     1.866
USA  1954    38     1.897
USA  1954    39     1.921
USA  1954    40     1.939
USA  1954    41     1.952
USA  1954    42     1.961
USA  1954    43     1.966
USA  1954    44     1.970
USA  1954    45     1.972
USA  1954    46     1.973
USA  1954    47     1.973
USA  1954    48     1.974
USA  1954    49     1.974
USA  1954    50     1.974
USA  1954    51     1.974
USA  1954    52     1.974
USA  1954    53     1.974
USA  1954    54     1.974
USA  1954    55     1.974
USA  1955    12     0.000
USA  1955    13     0.000
USA  1955    14     0.001
USA  1955    15     0.005
USA  1955    16     0.021
USA  1955    17     0.058
USA  1955    18     0.121
USA  1955    19     0.203
USA  1955    20     0.297
USA  1955    21     0.397
USA  1955    22     0.505
USA  1955    23     0.619
USA  1955    24     0.738
USA  1955    25     0.859
USA  1955    26     0.980
USA  1955    27     1.098
USA  1955    28     1.209
USA  1955    29     1.319
USA  1955    30     1.415
USA  1955    31     1.505
USA  1955    32     1.587
USA  1955    33     1.661
USA  1955    34     1.726
USA  1955    35     1.782
USA  1955    36     1.830
USA  1955    37     1.870
USA  1955    38     1.901
USA  1955    39     1.926
USA  1955    40     1.944
USA  1955    41     1.957
USA  1955    42     1.966
USA  1955    43     1.973
USA  1955    44     1.976
USA  1955    45     1.978
USA  1955    46     1.979
USA  1955    47     1.980
USA  1955    48     1.980
USA  1955    49     1.980
USA  1955    50     1.980
USA  1955    51     1.981
USA  1955    52     1.981
USA  1955    53     1.981
USA  1955    54     1.981
USA  1955    55     1.981
USA  1956    12     0.000
USA  1956    13     0.000
USA  1956    14     0.001
USA  1956    15     0.006
USA  1956    16     0.022
USA  1956    17     0.059
USA  1956    18     0.120
USA  1956    19     0.200
USA  1956    20     0.290
USA  1956    21     0.389
USA  1956    22     0.497
USA  1956    23     0.611
USA  1956    24     0.732
USA  1956    25     0.853
USA  1956    26     0.972
USA  1956    27     1.088
USA  1956    28     1.199
USA  1956    29     1.310
USA  1956    30     1.407
USA  1956    31     1.498
USA  1956    32     1.582
USA  1956    33     1.658
USA  1956    34     1.726
USA  1956    35     1.783
USA  1956    36     1.831
USA  1956    37     1.871
USA  1956    38     1.903
USA  1956    39     1.929
USA  1956    40     1.947
USA  1956    41     1.961
USA  1956    42     1.970
USA  1956    43     1.977
USA  1956    44     1.980
USA  1956    45     1.983
USA  1956    46     1.984
USA  1956    47     1.984
USA  1956    48     1.985
USA  1956    49     1.985
USA  1956    50     1.985
USA  1956    51     1.985
USA  1956    52     1.985
USA  1956    53     1.985
USA  1956    54     1.985
USA  1956    55     1.985
USA  1957    12     0.000
USA  1957    13     0.000
USA  1957    14     0.001
USA  1957    15     0.006
USA  1957    16     0.022
USA  1957    17     0.059
USA  1957    18     0.118
USA  1957    19     0.193
USA  1957    20     0.281
USA  1957    21     0.379
USA  1957    22     0.487
USA  1957    23     0.604
USA  1957    24     0.723
USA  1957    25     0.842
USA  1957    26     0.959
USA  1957    27     1.074
USA  1957    28     1.185
USA  1957    29     1.297
USA  1957    30     1.395
USA  1957    31     1.489
USA  1957    32     1.576
USA  1957    33     1.655
USA  1957    34     1.724
USA  1957    35     1.781
USA  1957    36     1.830
USA  1957    37     1.870
USA  1957    38     1.903
USA  1957    39     1.929
USA  1957    40     1.948
USA  1957    41     1.962
USA  1957    42     1.972
USA  1957    43     1.978
USA  1957    44     1.982
USA  1957    45     1.984
USA  1957    46     1.986
USA  1957    47     1.986
USA  1957    48     1.987
USA  1957    49     1.987
USA  1957    50     1.987
USA  1957    51     1.987
USA  1957    52     1.987
USA  1957    53     1.987
USA  1957    54     1.987
USA  1957    55     1.987
USA  1958    12     0.000
USA  1958    13     0.000
USA  1958    14     0.001
USA  1958    15     0.006
USA  1958    16     0.022
USA  1958    17     0.058
USA  1958    18     0.113
USA  1958    19     0.186
USA  1958    20     0.274
USA  1958    21     0.372
USA  1958    22     0.482
USA  1958    23     0.598
USA  1958    24     0.715
USA  1958    25     0.831
USA  1958    26     0.946
USA  1958    27     1.061
USA  1958    28     1.173
USA  1958    29     1.286
USA  1958    30     1.386
USA  1958    31     1.482
USA  1958    32     1.573
USA  1958    33     1.653
USA  1958    34     1.722
USA  1958    35     1.780
USA  1958    36     1.829
USA  1958    37     1.870
USA  1958    38     1.904
USA  1958    39     1.930
USA  1958    40     1.950
USA  1958    41     1.965
USA  1958    42     1.975
USA  1958    43     1.982
USA  1958    44     1.986
USA  1958    45     1.988
USA  1958    46     1.989
USA  1958    47     1.990
USA  1958    48     1.990
USA  1958    49     1.991
USA  1958    50     1.991
USA  1958    51     1.991
USA  1958    52     1.991
USA  1958    53     1.991
USA  1958    54     1.991
USA  1958    55     1.991
