Cumulative period fertility rates (vertical parallelograms)
Last modified: 31/05/2022
Code Year  ARDY  Cohort     CPFR
DNK  2017   38    1979     1.578
DNK  2017   39    1978     1.630
DNK  2017   40    1977     1.670
DNK  2017   41    1976     1.701
DNK  2017   42    1975     1.722
DNK  2017   43    1974     1.735
DNK  2017   44    1973     1.743
DNK  2017   45    1972     1.747
DNK  2017   46    1971     1.749
DNK  2017   47    1970     1.751
DNK  2017   48    1969     1.751
DNK  2017   49    1968     1.752
DNK  2017   50    1967     1.752
DNK  2017   51    1966     1.752
DNK  2017   52    1965     1.752
DNK  2017   53    1964     1.752
DNK  2017   54    1963     1.752
DNK  2017   55    1962     1.752
DNK  2018   12    2006     0.000
DNK  2018   13    2005     0.000
DNK  2018   14    2004     0.000
DNK  2018   15    2003     0.000
DNK  2018   16    2002     0.000
DNK  2018   17    2001     0.000
DNK  2018   18    2000     0.001
DNK  2018   19    1999     0.003
DNK  2018   20    1998     0.008
DNK  2018   21    1997     0.018
DNK  2018   22    1996     0.034
DNK  2018   23    1995     0.058
DNK  2018   24    1994     0.091
DNK  2018   25    1993     0.138
DNK  2018   26    1992     0.203
DNK  2018   27    1991     0.287
DNK  2018   28    1990     0.389
DNK  2018   29    1989     0.507
DNK  2018   30    1988     0.644
DNK  2018   31    1987     0.787
DNK  2018   32    1986     0.928
DNK  2018   33    1985     1.065
DNK  2018   34    1984     1.191
DNK  2018   35    1983     1.304
DNK  2018   36    1982     1.402
DNK  2018   37    1981     1.483
DNK  2018   38    1980     1.550
DNK  2018   39    1979     1.603
DNK  2018   40    1978     1.645
DNK  2018   41    1977     1.676
DNK  2018   42    1976     1.698
DNK  2018   43    1975     1.712
DNK  2018   44    1974     1.720
DNK  2018   45    1973     1.725
DNK  2018   46    1972     1.727
DNK  2018   47    1971     1.728
DNK  2018   48    1970     1.729
DNK  2018   49    1969     1.729
DNK  2018   50    1968     1.730
DNK  2018   51    1967     1.730
DNK  2018   52    1966     1.730
DNK  2018   53    1965     1.730
DNK  2018   54    1964     1.730
DNK  2018   55    1963     1.730
DNK  2019   12    2007     0.000
DNK  2019   13    2006     0.000
DNK  2019   14    2005     0.000
DNK  2019   15    2004     0.000
DNK  2019   16    2003     0.000
DNK  2019   17    2002     0.000
DNK  2019   18    2001     0.001
DNK  2019   19    2000     0.002
DNK  2019   20    1999     0.006
DNK  2019   21    1998     0.015
DNK  2019   22    1997     0.029
DNK  2019   23    1996     0.050
DNK  2019   24    1995     0.081
DNK  2019   25    1994     0.124
DNK  2019   26    1993     0.185
DNK  2019   27    1992     0.266
DNK  2019   28    1991     0.369
DNK  2019   29    1990     0.488
DNK  2019   30    1989     0.620
DNK  2019   31    1988     0.758
DNK  2019   32    1987     0.898
DNK  2019   33    1986     1.037
DNK  2019   34    1985     1.164
DNK  2019   35    1984     1.275
DNK  2019   36    1983     1.372
DNK  2019   37    1982     1.454
DNK  2019   38    1981     1.520
DNK  2019   39    1980     1.574
DNK  2019   40    1979     1.615
DNK  2019   41    1978     1.645
DNK  2019   42    1977     1.667
DNK  2019   43    1976     1.680
DNK  2019   44    1975     1.688
DNK  2019   45    1974     1.694
DNK  2019   46    1973     1.697
DNK  2019   47    1972     1.698
DNK  2019   48    1971     1.699
DNK  2019   49    1970     1.699
DNK  2019   50    1969     1.700
DNK  2019   51    1968     1.700
DNK  2019   52    1967     1.700
DNK  2019   53    1966     1.700
DNK  2019   54    1965     1.700
DNK  2019   55    1964     1.700
DNK  2020   12    2008     0.000
DNK  2020   13    2007     0.000
DNK  2020   14    2006     0.000
DNK  2020   15    2005     0.000
DNK  2020   16    2004     0.000
DNK  2020   17    2003     0.000
DNK  2020   18    2002     0.000
DNK  2020   19    2001     0.002
DNK  2020   20    2000     0.005
DNK  2020   21    1999     0.012
DNK  2020   22    1998     0.024
DNK  2020   23    1997     0.042
DNK  2020   24    1996     0.069
DNK  2020   25    1995     0.108
DNK  2020   26    1994     0.164
DNK  2020   27    1993     0.243
DNK  2020   28    1992     0.340
DNK  2020   29    1991     0.457
DNK  2020   30    1990     0.592
DNK  2020   31    1989     0.732
DNK  2020   32    1988     0.875
DNK  2020   33    1987     1.013
DNK  2020   34    1986     1.137
DNK  2020   35    1985     1.248
DNK  2020   36    1984     1.345
DNK  2020   37    1983     1.428
DNK  2020   38    1982     1.495
DNK  2020   39    1981     1.548
DNK  2020   40    1980     1.590
DNK  2020   41    1979     1.621
DNK  2020   42    1978     1.643
DNK  2020   43    1977     1.656
DNK  2020   44    1976     1.665
DNK  2020   45    1975     1.669
DNK  2020   46    1974     1.672
DNK  2020   47    1973     1.674
DNK  2020   48    1972     1.674
DNK  2020   49    1971     1.675
DNK  2020   50    1970     1.675
DNK  2020   51    1969     1.675
DNK  2020   52    1968     1.675
DNK  2020   53    1967     1.675
DNK  2020   54    1966     1.675
DNK  2020   55    1965     1.675
DNK  2021   12    2009     0.000
DNK  2021   13    2008     0.000
DNK  2021   14    2007     0.000
DNK  2021   15    2006     0.000
DNK  2021   16    2005     0.000
DNK  2021   17    2004     0.000
DNK  2021   18    2003     0.001
DNK  2021   19    2002     0.002
DNK  2021   20    2001     0.004
DNK  2021   21    2000     0.010
DNK  2021   22    1999     0.021
DNK  2021   23    1998     0.039
DNK  2021   24    1997     0.063
DNK  2021   25    1996     0.100
DNK  2021   26    1995     0.154
DNK  2021   27    1994     0.231
DNK  2021   28    1993     0.330
DNK  2021   29    1992     0.451
DNK  2021   30    1991     0.587
DNK  2021   31    1990     0.730
DNK  2021   32    1989     0.876
DNK  2021   33    1988     1.017
DNK  2021   34    1987     1.148
DNK  2021   35    1986     1.265
DNK  2021   36    1985     1.369
DNK  2021   37    1984     1.457
DNK  2021   38    1983     1.529
DNK  2021   39    1982     1.586
DNK  2021   40    1981     1.632
DNK  2021   41    1980     1.666
DNK  2021   42    1979     1.689
DNK  2021   43    1978     1.704
DNK  2021   44    1977     1.713
DNK  2021   45    1976     1.718
DNK  2021   46    1975     1.720
DNK  2021   47    1974     1.723
DNK  2021   48    1973     1.724
DNK  2021   49    1972     1.724
DNK  2021   50    1971     1.724
DNK  2021   51    1970     1.724
DNK  2021   52    1969     1.724
DNK  2021   53    1968     1.725
DNK  2021   54    1967     1.725
DNK  2021   55    1966     1.725
EST  1959   12    1947     0.000
EST  1959   13    1946     0.000
EST  1959   14    1945     0.000
EST  1959   15    1944     0.000
EST  1959   16    1943     0.000
EST  1959   17    1942     0.001
EST  1959   18    1941     0.006
EST  1959   19    1940     0.024
EST  1959   20    1939     0.063
EST  1959   21    1938     0.138
EST  1959   22    1937     0.242
EST  1959   23    1936     0.367
EST  1959   24    1935     0.505
EST  1959   25    1934     0.641
EST  1959   26    1933     0.776
EST  1959   27    1932     0.910
EST  1959   28    1931     1.035
EST  1959   29    1930     1.151
EST  1959   30    1929     1.259
EST  1959   31    1928     1.354
EST  1959   32    1927     1.436
EST  1959   33    1926     1.511
EST  1959   34    1925     1.581
EST  1959   35    1924     1.645
EST  1959   36    1923     1.701
EST  1959   37    1922     1.749
EST  1959   38    1921     1.793
EST  1959   39    1920     1.834
EST  1959   40    1919     1.866
EST  1959   41    1918     1.893
EST  1959   42    1917     1.912
EST  1959   43    1916     1.925
EST  1959   44    1915     1.934
EST  1959   45    1914     1.940
EST  1959   46    1913     1.944
EST  1959   47    1912     1.945
EST  1959   48    1911     1.946
EST  1959   49    1910     1.947
EST  1959   50    1909     1.947
EST  1959   51    1908     1.947
EST  1959   52    1907     1.947
EST  1959   53    1906     1.947
EST  1959   54    1905     1.947
EST  1959   55    1904     1.947
EST  1960   12    1948     0.000
EST  1960   13    1947     0.000
EST  1960   14    1946     0.000
EST  1960   15    1945     0.000
EST  1960   16    1944     0.000
EST  1960   17    1943     0.001
EST  1960   18    1942     0.005
EST  1960   19    1941     0.023
EST  1960   20    1940     0.068
EST  1960   21    1939     0.148
EST  1960   22    1938     0.258
EST  1960   23    1937     0.382
EST  1960   24    1936     0.520
EST  1960   25    1935     0.663
EST  1960   26    1934     0.806
EST  1960   27    1933     0.939
EST  1960   28    1932     1.061
EST  1960   29    1931     1.177
EST  1960   30    1930     1.284
EST  1960   31    1929     1.382
EST  1960   32    1928     1.471
EST  1960   33    1927     1.549
EST  1960   34    1926     1.617
EST  1960   35    1925     1.677
EST  1960   36    1924     1.734
EST  1960   37    1923     1.783
EST  1960   38    1922     1.823
EST  1960   39    1921     1.861
EST  1960   40    1920     1.893
EST  1960   41    1919     1.919
EST  1960   42    1918     1.940
EST  1960   43    1917     1.953
EST  1960   44    1916     1.962
EST  1960   45    1915     1.968
EST  1960   46    1914     1.971
EST  1960   47    1913     1.973
EST  1960   48    1912     1.974
EST  1960   49    1911     1.974
EST  1960   50    1910     1.974
EST  1960   51    1909     1.975
EST  1960   52    1908     1.975
EST  1960   53    1907     1.975
EST  1960   54    1906     1.975
EST  1960   55    1905     1.975
EST  1961   12    1949     0.000
EST  1961   13    1948     0.000
EST  1961   14    1947     0.000
EST  1961   15    1946     0.000
EST  1961   16    1945     0.000
EST  1961   17    1944     0.001
EST  1961   18    1943     0.007
EST  1961   19    1942     0.025
EST  1961   20    1941     0.070
EST  1961   21    1940     0.154
EST  1961   22    1939     0.265
EST  1961   23    1938     0.395
EST  1961   24    1937     0.537
EST  1961   25    1936     0.685
EST  1961   26    1935     0.832
EST  1961   27    1934     0.968
EST  1961   28    1933     1.094
EST  1961   29    1932     1.210
EST  1961   30    1931     1.317
EST  1961   31    1930     1.414
EST  1961   32    1929     1.501
EST  1961   33    1928     1.575
EST  1961   34    1927     1.646
EST  1961   35    1926     1.705
EST  1961   36    1925     1.756
EST  1961   37    1924     1.804
EST  1961   38    1923     1.846
EST  1961   39    1922     1.881
EST  1961   40    1921     1.911
EST  1961   41    1920     1.933
EST  1961   42    1919     1.949
EST  1961   43    1918     1.961
EST  1961   44    1917     1.971
EST  1961   45    1916     1.976
EST  1961   46    1915     1.979
EST  1961   47    1914     1.981
EST  1961   48    1913     1.981
EST  1961   49    1912     1.981
EST  1961   50    1911     1.981
EST  1961   51    1910     1.982
EST  1961   52    1909     1.982
EST  1961   53    1908     1.982
EST  1961   54    1907     1.982
EST  1961   55    1906     1.982
EST  1962   12    1950     0.000
EST  1962   13    1949     0.000
EST  1962   14    1948     0.000
EST  1962   15    1947     0.000
EST  1962   16    1946     0.000
EST  1962   17    1945     0.002
EST  1962   18    1944     0.009
EST  1962   19    1943     0.031
EST  1962   20    1942     0.077
EST  1962   21    1941     0.158
EST  1962   22    1940     0.271
EST  1962   23    1939     0.404
EST  1962   24    1938     0.550
EST  1962   25    1937     0.698
EST  1962   26    1936     0.842
EST  1962   27    1935     0.978
EST  1962   28    1934     1.105
EST  1962   29    1933     1.219
EST  1962   30    1932     1.320
EST  1962   31    1931     1.413
EST  1962   32    1930     1.502
EST  1962   33    1929     1.578
EST  1962   34    1928     1.643
EST  1962   35    1927     1.702
EST  1962   36    1926     1.753
EST  1962   37    1925     1.796
EST  1962   38    1924     1.835
EST  1962   39    1923     1.867
EST  1962   40    1922     1.893
EST  1962   41    1921     1.916
EST  1962   42    1920     1.933
EST  1962   43    1919     1.945
EST  1962   44    1918     1.954
EST  1962   45    1917     1.959
EST  1962   46    1916     1.962
EST  1962   47    1915     1.963
EST  1962   48    1914     1.964
EST  1962   49    1913     1.964
EST  1962   50    1912     1.964
EST  1962   51    1911     1.964
EST  1962   52    1910     1.964
EST  1962   53    1909     1.964
EST  1962   54    1908     1.964
EST  1962   55    1907     1.964
EST  1963   12    1951     0.000
EST  1963   13    1950     0.000
EST  1963   14    1949     0.000
EST  1963   15    1948     0.000
EST  1963   16    1947     0.000
EST  1963   17    1946     0.002
EST  1963   18    1945     0.009
EST  1963   19    1944     0.028
EST  1963   20    1943     0.078
EST  1963   21    1942     0.155
EST  1963   22    1941     0.262
EST  1963   23    1940     0.394
EST  1963   24    1939     0.533
EST  1963   25    1938     0.674
EST  1963   26    1937     0.812
EST  1963   27    1936     0.947
EST  1963   28    1935     1.074
EST  1963   29    1934     1.190
EST  1963   30    1933     1.292
EST  1963   31    1932     1.383
EST  1963   32    1931     1.465
EST  1963   33    1930     1.540
EST  1963   34    1929     1.608
EST  1963   35    1928     1.665
EST  1963   36    1927     1.715
EST  1963   37    1926     1.758
EST  1963   38    1925     1.794
EST  1963   39    1924     1.823
EST  1963   40    1923     1.847
EST  1963   41    1922     1.867
EST  1963   42    1921     1.883
EST  1963   43    1920     1.894
EST  1963   44    1919     1.901
EST  1963   45    1918     1.906
EST  1963   46    1917     1.909
EST  1963   47    1916     1.910
EST  1963   48    1915     1.911
EST  1963   49    1914     1.911
EST  1963   50    1913     1.911
EST  1963   51    1912     1.911
EST  1963   52    1911     1.911
EST  1963   53    1910     1.911
EST  1963   54    1909     1.911
EST  1963   55    1908     1.911
EST  1964   12    1952     0.000
EST  1964   13    1951     0.000
EST  1964   14    1950     0.000
EST  1964   15    1949     0.000
EST  1964   16    1948     0.000
EST  1964   17    1947     0.001
EST  1964   18    1946     0.007
EST  1964   19    1945     0.028
EST  1964   20    1944     0.082
EST  1964   21    1943     0.169
EST  1964   22    1942     0.282
EST  1964   23    1941     0.417
EST  1964   24    1940     0.566
EST  1964   25    1939     0.713
EST  1964   26    1938     0.859
EST  1964   27    1937     0.998
EST  1964   28    1936     1.122
EST  1964   29    1935     1.237
EST  1964   30    1934     1.345
EST  1964   31    1933     1.441
EST  1964   32    1932     1.527
EST  1964   33    1931     1.604
EST  1964   34    1930     1.670
EST  1964   35    1929     1.727
EST  1964   36    1928     1.774
EST  1964   37    1927     1.816
EST  1964   38    1926     1.854
EST  1964   39    1925     1.884
EST  1964   40    1924     1.909
EST  1964   41    1923     1.928
EST  1964   42    1922     1.943
EST  1964   43    1921     1.953
EST  1964   44    1920     1.961
EST  1964   45    1919     1.966
EST  1964   46    1918     1.969
EST  1964   47    1917     1.970
EST  1964   48    1916     1.970
EST  1964   49    1915     1.970
EST  1964   50    1914     1.970
EST  1964   51    1913     1.970
EST  1964   52    1912     1.970
EST  1964   53    1911     1.970
EST  1964   54    1910     1.970
EST  1964   55    1909     1.970
EST  1965   12    1953     0.000
EST  1965   13    1952     0.000
EST  1965   14    1951     0.000
EST  1965   15    1950     0.000
EST  1965   16    1949     0.000
EST  1965   17    1948     0.001
EST  1965   18    1947     0.006
EST  1965   19    1946     0.028
EST  1965   20    1945     0.085
EST  1965   21    1944     0.172
EST  1965   22    1943     0.287
EST  1965   23    1942     0.414
EST  1965   24    1941     0.553
EST  1965   25    1940     0.704
EST  1965   26    1939     0.849
EST  1965   27    1938     0.982
EST  1965   28    1937     1.107
EST  1965   29    1936     1.220
EST  1965   30    1935     1.321
EST  1965   31    1934     1.411
EST  1965   32    1933     1.492
EST  1965   33    1932     1.566
EST  1965   34    1931     1.631
EST  1965   35    1930     1.687
EST  1965   36    1929     1.734
EST  1965   37    1928     1.774
EST  1965   38    1927     1.806
EST  1965   39    1926     1.833
EST  1965   40    1925     1.856
EST  1965   41    1924     1.876
EST  1965   42    1923     1.889
EST  1965   43    1922     1.899
EST  1965   44    1921     1.905
EST  1965   45    1920     1.911
EST  1965   46    1919     1.914
EST  1965   47    1918     1.915
EST  1965   48    1917     1.915
EST  1965   49    1916     1.916
EST  1965   50    1915     1.916
EST  1965   51    1914     1.916
EST  1965   52    1913     1.916
EST  1965   53    1912     1.916
EST  1965   54    1911     1.916
EST  1965   55    1910     1.916
EST  1966   12    1954     0.000
EST  1966   13    1953     0.000
EST  1966   14    1952     0.000
EST  1966   15    1951     0.000
EST  1966   16    1950     0.000
EST  1966   17    1949     0.002
EST  1966   18    1948     0.008
EST  1966   19    1947     0.028
EST  1966   20    1946     0.079
EST  1966   21    1945     0.170
EST  1966   22    1944     0.286
EST  1966   23    1943     0.416
EST  1966   24    1942     0.552
EST  1966   25    1941     0.694
EST  1966   26    1940     0.835
EST  1966   27    1939     0.965
EST  1966   28    1938     1.085
EST  1966   29    1937     1.195
EST  1966   30    1936     1.298
EST  1966   31    1935     1.393
EST  1966   32    1934     1.480
EST  1966   33    1933     1.552
EST  1966   34    1932     1.615
EST  1966   35    1931     1.673
EST  1966   36    1930     1.721
EST  1966   37    1929     1.761
EST  1966   38    1928     1.793
EST  1966   39    1927     1.820
EST  1966   40    1926     1.841
EST  1966   41    1925     1.859
EST  1966   42    1924     1.873
EST  1966   43    1923     1.882
EST  1966   44    1922     1.889
EST  1966   45    1921     1.894
EST  1966   46    1920     1.897
EST  1966   47    1919     1.899
EST  1966   48    1918     1.899
EST  1966   49    1917     1.899
EST  1966   50    1916     1.899
EST  1966   51    1915     1.899
EST  1966   52    1914     1.899
EST  1966   53    1913     1.900
EST  1966   54    1912     1.900
EST  1966   55    1911     1.900
EST  1967   12    1955     0.000
EST  1967   13    1954     0.000
EST  1967   14    1953     0.000
EST  1967   15    1952     0.000
EST  1967   16    1951     0.000
EST  1967   17    1950     0.001
EST  1967   18    1949     0.008
EST  1967   19    1948     0.031
EST  1967   20    1947     0.078
EST  1967   21    1946     0.171
EST  1967   22    1945     0.297
EST  1967   23    1944     0.433
EST  1967   24    1943     0.580
EST  1967   25    1942     0.718
EST  1967   26    1941     0.857
EST  1967   27    1940     0.996
EST  1967   28    1939     1.118
EST  1967   29    1938     1.232
EST  1967   30    1937     1.334
EST  1967   31    1936     1.426
EST  1967   32    1935     1.510
EST  1967   33    1934     1.586
EST  1967   34    1933     1.647
EST  1967   35    1932     1.699
EST  1967   36    1931     1.744
EST  1967   37    1930     1.784
EST  1967   38    1929     1.817
EST  1967   39    1928     1.841
EST  1967   40    1927     1.860
EST  1967   41    1926     1.878
EST  1967   42    1925     1.891
EST  1967   43    1924     1.900
EST  1967   44    1923     1.905
EST  1967   45    1922     1.908
EST  1967   46    1921     1.910
EST  1967   47    1920     1.912
EST  1967   48    1919     1.912
EST  1967   49    1918     1.913
EST  1967   50    1917     1.913
EST  1967   51    1916     1.913
EST  1967   52    1915     1.913
EST  1967   53    1914     1.913
EST  1967   54    1913     1.913
EST  1967   55    1912     1.913
EST  1968   12    1956     0.000
EST  1968   13    1955     0.000
EST  1968   14    1954     0.000
EST  1968   15    1953     0.000
EST  1968   16    1952     0.001
EST  1968   17    1951     0.002
EST  1968   18    1950     0.009
EST  1968   19    1949     0.031
EST  1968   20    1948     0.093
EST  1968   21    1947     0.193
EST  1968   22    1946     0.325
EST  1968   23    1945     0.474
EST  1968   24    1944     0.626
EST  1968   25    1943     0.781
EST  1968   26    1942     0.932
EST  1968   27    1941     1.078
EST  1968   28    1940     1.211
EST  1968   29    1939     1.327
EST  1968   30    1938     1.434
EST  1968   31    1937     1.528
EST  1968   32    1936     1.611
EST  1968   33    1935     1.686
EST  1968   34    1934     1.753
EST  1968   35    1933     1.813
EST  1968   36    1932     1.863
EST  1968   37    1931     1.903
EST  1968   38    1930     1.934
EST  1968   39    1929     1.959
EST  1968   40    1928     1.979
EST  1968   41    1927     1.995
EST  1968   42    1926     2.006
EST  1968   43    1925     2.014
EST  1968   44    1924     2.020
EST  1968   45    1923     2.024
EST  1968   46    1922     2.026
EST  1968   47    1921     2.027
EST  1968   48    1920     2.028
EST  1968   49    1919     2.028
EST  1968   50    1918     2.028
EST  1968   51    1917     2.028
EST  1968   52    1916     2.028
EST  1968   53    1915     2.028
EST  1968   54    1914     2.028
EST  1968   55    1913     2.028
EST  1969   12    1957     0.000
EST  1969   13    1956     0.000
EST  1969   14    1955     0.000
EST  1969   15    1954     0.000
EST  1969   16    1953     0.000
EST  1969   17    1952     0.001
EST  1969   18    1951     0.008
EST  1969   19    1950     0.033
EST  1969   20    1949     0.093
EST  1969   21    1948     0.203
EST  1969   22    1947     0.348
EST  1969   23    1946     0.510
EST  1969   24    1945     0.676
EST  1969   25    1944     0.833
EST  1969   26    1943     0.992
EST  1969   27    1942     1.143
EST  1969   28    1941     1.279
EST  1969   29    1940     1.404
EST  1969   30    1939     1.515
EST  1969   31    1938     1.618
EST  1969   32    1937     1.708
EST  1969   33    1936     1.783
EST  1969   34    1935     1.849
EST  1969   35    1934     1.909
EST  1969   36    1933     1.960
EST  1969   37    1932     2.000
EST  1969   38    1931     2.032
EST  1969   39    1930     2.060
EST  1969   40    1929     2.081
EST  1969   41    1928     2.097
EST  1969   42    1927     2.109
EST  1969   43    1926     2.117
EST  1969   44    1925     2.122
EST  1969   45    1924     2.126
EST  1969   46    1923     2.128
EST  1969   47    1922     2.129
EST  1969   48    1921     2.129
EST  1969   49    1920     2.129
EST  1969   50    1919     2.129
EST  1969   51    1918     2.129
EST  1969   52    1917     2.129
EST  1969   53    1916     2.129
EST  1969   54    1915     2.129
EST  1969   55    1914     2.129
EST  1970   12    1958     0.000
EST  1970   13    1957     0.000
EST  1970   14    1956     0.000
EST  1970   15    1955     0.000
EST  1970   16    1954     0.000
EST  1970   17    1953     0.002
EST  1970   18    1952     0.011
EST  1970   19    1951     0.038
EST  1970   20    1950     0.115
EST  1970   21    1949     0.229
EST  1970   22    1948     0.385
EST  1970   23    1947     0.559
EST  1970   24    1946     0.725
EST  1970   25    1945     0.893
EST  1970   26    1944     1.048
EST  1970   27    1943     1.202
EST  1970   28    1942     1.340
EST  1970   29    1941     1.468
EST  1970   30    1940     1.584
EST  1970   31    1939     1.686
EST  1970   32    1938     1.773
EST  1970   33    1937     1.851
EST  1970   34    1936     1.922
EST  1970   35    1935     1.977
EST  1970   36    1934     2.025
EST  1970   37    1933     2.063
EST  1970   38    1932     2.098
EST  1970   39    1931     2.126
EST  1970   40    1930     2.146
EST  1970   41    1929     2.161
EST  1970   42    1928     2.173
EST  1970   43    1927     2.180
EST  1970   44    1926     2.186
EST  1970   45    1925     2.189
EST  1970   46    1924     2.191
EST  1970   47    1923     2.192
EST  1970   48    1922     2.193
EST  1970   49    1921     2.193
EST  1970   50    1920     2.193
EST  1970   51    1919     2.193
EST  1970   52    1918     2.193
EST  1970   53    1917     2.193
EST  1970   54    1916     2.193
EST  1970   55    1915     2.193
EST  1971   12    1959     0.000
EST  1971   13    1958     0.000
EST  1971   14    1957     0.000
EST  1971   15    1956     0.000
EST  1971   16    1955     0.001
EST  1971   17    1954     0.003
EST  1971   18    1953     0.012
EST  1971   19    1952     0.042
EST  1971   20    1951     0.114
EST  1971   21    1950     0.234
EST  1971   22    1949     0.395
EST  1971   23    1948     0.573
EST  1971   24    1947     0.749
EST  1971   25    1946     0.924
EST  1971   26    1945     1.088
EST  1971   27    1944     1.236
EST  1971   28    1943     1.375
EST  1971   29    1942     1.503
EST  1971   30    1941     1.622
EST  1971   31    1940     1.724
EST  1971   32    1939     1.815
EST  1971   33    1938     1.895
EST  1971   34    1937     1.961
EST  1971   35    1936     2.017
EST  1971   36    1935     2.065
EST  1971   37    1934     2.108
EST  1971   38    1933     2.145
EST  1971   39    1932     2.171
EST  1971   40    1931     2.193
EST  1971   41    1930     2.209
EST  1971   42    1929     2.221
EST  1971   43    1928     2.228
EST  1971   44    1927     2.233
EST  1971   45    1926     2.236
EST  1971   46    1925     2.237
EST  1971   47    1924     2.238
EST  1971   48    1923     2.239
EST  1971   49    1922     2.239
EST  1971   50    1921     2.239
EST  1971   51    1920     2.239
EST  1971   52    1919     2.239
EST  1971   53    1918     2.239
EST  1971   54    1917     2.239
EST  1971   55    1916     2.239
EST  1972   12    1960     0.000
EST  1972   13    1959     0.000
EST  1972   14    1958     0.000
EST  1972   15    1957     0.000
EST  1972   16    1956     0.001
EST  1972   17    1955     0.003
EST  1972   18    1954     0.012
EST  1972   19    1953     0.042
EST  1972   20    1952     0.115
EST  1972   21    1951     0.232
EST  1972   22    1950     0.394
EST  1972   23    1949     0.568
EST  1972   24    1948     0.746
EST  1972   25    1947     0.914
EST  1972   26    1946     1.076
EST  1972   27    1945     1.216
EST  1972   28    1944     1.353
EST  1972   29    1943     1.475
EST  1972   30    1942     1.583
EST  1972   31    1941     1.679
EST  1972   32    1940     1.767
EST  1972   33    1939     1.842
EST  1972   34    1938     1.909
EST  1972   35    1937     1.961
EST  1972   36    1936     2.012
EST  1972   37    1935     2.054
EST  1972   38    1934     2.089
EST  1972   39    1933     2.114
EST  1972   40    1932     2.137
EST  1972   41    1931     2.154
EST  1972   42    1930     2.164
EST  1972   43    1929     2.172
EST  1972   44    1928     2.177
EST  1972   45    1927     2.179
EST  1972   46    1926     2.180
EST  1972   47    1925     2.181
EST  1972   48    1924     2.181
EST  1972   49    1923     2.182
EST  1972   50    1922     2.182
EST  1972   51    1921     2.182
EST  1972   52    1920     2.182
EST  1972   53    1919     2.182
EST  1972   54    1918     2.182
EST  1972   55    1917     2.182
EST  1973   12    1961     0.000
EST  1973   13    1960     0.000
EST  1973   14    1959     0.000
EST  1973   15    1958     0.000
EST  1973   16    1957     0.001
EST  1973   17    1956     0.002
EST  1973   18    1955     0.012
EST  1973   19    1954     0.040
EST  1973   20    1953     0.106
EST  1973   21    1952     0.223
EST  1973   22    1951     0.379
EST  1973   23    1950     0.549
EST  1973   24    1949     0.722
EST  1973   25    1948     0.892
EST  1973   26    1947     1.041
EST  1973   27    1946     1.182
EST  1973   28    1945     1.306
EST  1973   29    1944     1.422
EST  1973   30    1943     1.535
EST  1973   31    1942     1.622
EST  1973   32    1941     1.704
EST  1973   33    1940     1.779
EST  1973   34    1939     1.837
EST  1973   35    1938     1.891
EST  1973   36    1937     1.941
EST  1973   37    1936     1.980
EST  1973   38    1935     2.013
EST  1973   39    1934     2.040
EST  1973   40    1933     2.059
EST  1973   41    1932     2.073
EST  1973   42    1931     2.083
EST  1973   43    1930     2.091
EST  1973   44    1929     2.097
EST  1973   45    1928     2.100
EST  1973   46    1927     2.102
EST  1973   47    1926     2.102
EST  1973   48    1925     2.103
EST  1973   49    1924     2.103
EST  1973   50    1923     2.103
EST  1973   51    1922     2.103
EST  1973   52    1921     2.103
EST  1973   53    1920     2.103
EST  1973   54    1919     2.103
EST  1973   55    1918     2.103
EST  1974   12    1962     0.000
EST  1974   13    1961     0.000
EST  1974   14    1960     0.000
EST  1974   15    1959     0.000
EST  1974   16    1958     0.000
EST  1974   17    1957     0.002
EST  1974   18    1956     0.012
EST  1974   19    1955     0.040
EST  1974   20    1954     0.115
EST  1974   21    1953     0.236
EST  1974   22    1952     0.397
EST  1974   23    1951     0.570
EST  1974   24    1950     0.751
EST  1974   25    1949     0.914
EST  1974   26    1948     1.065
EST  1974   27    1947     1.209
EST  1974   28    1946     1.336
EST  1974   29    1945     1.444
EST  1974   30    1944     1.545
EST  1974   31    1943     1.632
EST  1974   32    1942     1.712
EST  1974   33    1941     1.780
EST  1974   34    1940     1.840
EST  1974   35    1939     1.893
EST  1974   36    1938     1.936
EST  1974   37    1937     1.975
EST  1974   38    1936     2.004
EST  1974   39    1935     2.030
EST  1974   40    1934     2.049
EST  1974   41    1933     2.065
EST  1974   42    1932     2.074
EST  1974   43    1931     2.082
EST  1974   44    1930     2.087
EST  1974   45    1929     2.090
EST  1974   46    1928     2.092
EST  1974   47    1927     2.093
EST  1974   48    1926     2.093
EST  1974   49    1925     2.093
EST  1974   50    1924     2.093
EST  1974   51    1923     2.093
EST  1974   52    1922     2.093
EST  1974   53    1921     2.093
EST  1974   54    1920     2.093
EST  1974   55    1919     2.093
EST  1975   12    1963     0.000
EST  1975   13    1962     0.000
EST  1975   14    1961     0.000
EST  1975   15    1960     0.000
EST  1975   16    1959     0.001
EST  1975   17    1958     0.003
EST  1975   18    1957     0.013
EST  1975   19    1956     0.041
EST  1975   20    1955     0.120
EST  1975   21    1954     0.242
EST  1975   22    1953     0.403
EST  1975   23    1952     0.573
EST  1975   24    1951     0.735
EST  1975   25    1950     0.903
EST  1975   26    1949     1.053
EST  1975   27    1948     1.198
EST  1975   28    1947     1.320
EST  1975   29    1946     1.434
